changed,reason,original,corrected,confidence,row_index,sample_id,word_agent_input,word_corrected,best_candidate,context_gain,original_context_score,candidate_context_score,margin,candidate_count
False,no_positive_context_gain,two,two,0.0,1253,torgo_005825,two,two,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1254,torgo_005826,he took me out one day,he took me out one day,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1259,torgo_005831,each one volunteered to jump first,each one volunteered to jump first,,,,,,
False,no_positive_context_gain,to,to,0.0,1259,torgo_005831,each one volunteered to jump first,each one volunteered to jump first,,,,,,
False,no_positive_context_gain,to,to,0.0,1261,torgo_005833,help greg to pick a peck of potatoes,help greg to pick a peck of potatoes,,,,,,
False,no_positive_context_gain,to,to,0.0,1263,torgo_005835,you want him to do well,you want him to do well,,,,,,
False,no_positive_context_gain,new,new,0.0,1265,torgo_005837,the pair of shoes was new,the pair of shoes was new,,,,,,
False,no_positive_context_gain,for,for,0.0,1266,torgo_005838,beg that guard for one gallon of gas,beg that guard for one gallon of gas,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1266,torgo_005838,beg that guard for one gallon of gas,beg that guard for one gallon of gas,,,,,,
False,no_positive_context_gain,to,to,0.0,1268,torgo_005840,get a calico cat to keep,get a calico cat to keep,,,,,,
False,no_positive_context_gain,to,to,0.0,1275,torgo_005847,nobody really expects to evacuate,nobody really expects to evacuate,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1278,torgo_005850,the prospect of cutting back spending is an unpleasant one for any governor,the prospect of cutting back spending is an unpleasant one for any governor,,,,,,
False,no_positive_context_gain,for,for,0.0,1278,torgo_005850,the prospect of cutting back spending is an unpleasant one for any governor,the prospect of cutting back spending is an unpleasant one for any governor,,,,,,
False,no_positive_context_gain,write,write,0.0,1279,torgo_005851,write,write,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1293,torgo_005865,in fact our whole defensive unit did a good job,in fact our whole defensive unit did a good job,,,,,,
False,no_positive_context_gain,write,write,0.0,1296,torgo_005868,write,write,,,,,,
False,no_positive_context_gain,were,were,0.0,1310,torgo_005882,the results were very disappointing,the results were very disappointing,,,,,,
False,no_positive_context_gain,four,four,0.0,1311,torgo_005883,four,four,,,,,,
False,no_positive_context_gain,to,to,0.0,1322,torgo_005894,she doesn't like to have hanging around,she doesn't like to have hanging around,,,,,,
False,no_positive_context_gain,there,there,0.0,1323,torgo_005895,there is definitely some ligament damage in his knee,there is definitely some ligament damage in his knee,,,,,,
False,no_positive_context_gain,see,see,0.0,1330,torgo_005902,see,see,,,,,,
False,no_positive_context_gain,there,there,0.0,1332,torgo_005904,he played basketball there while working toward a law degree,he played basketball there while working toward a law degree,,,,,,
False,no_positive_context_gain,your,your,0.0,1342,torgo_005914,help celebrate your brother's success,help celebrate your brother's success,,,,,,
False,no_positive_context_gain,where,where,0.0,1354,torgo_005926,we selected places where families will be welcome,we selected places where families will be welcome,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1354,torgo_005926,we selected places where families will be welcome,we selected places where families will be welcome,,,,,,
False,no_positive_context_gain,there,there,0.0,1359,torgo_005931,there was only one decision to be made,there was only one decision to be made,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1359,torgo_005931,there was only one decision to be made,there was only one decision to be made,,,,,,
False,no_positive_context_gain,to,to,0.0,1359,torgo_005931,there was only one decision to be made,there was only one decision to be made,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1359,torgo_005931,there was only one decision to be made,there was only one decision to be made,,,,,,
False,no_positive_context_gain,four,four,0.0,1369,torgo_005941,the four brothers looked identical,the four brothers looked identical,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1388,torgo_005960,trespassers can be prosecuted and fined,trespassers can be prosecuted and fined,,,,,,
False,no_positive_context_gain,no,no,0.0,1393,torgo_005965,no,no,,,,,,
False,no_positive_context_gain,to,to,0.0,1401,torgo_005973,i scream to warm up my voice,i scream to warm up my voice,,,,,,
False,no_positive_context_gain,two,two,0.0,1406,torgo_005978,i called two different painters,i called two different painters,,,,,,
False,no_positive_context_gain,there,there,0.0,1412,torgo_005984,there is a skunk in the room with the red floor and a painters paintings the walls white,there is a skunk in the room with the red floor and a painters paintings the walls white,,,,,,
False,no_positive_context_gain,for,for,0.0,1415,torgo_005987,he asked you for a loan,he asked you for a loan,,,,,,
False,no_positive_context_gain,no,no,0.0,1434,torgo_006006,it requires no big investment,it requires no big investment,,,,,,
False,no_positive_context_gain,than,than,0.0,1448,torgo_006020,those people are much quicker than i am,those people are much quicker than i am,,,,,,
False,no_positive_context_gain,to,to,0.0,1450,torgo_006022,her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1452,torgo_006024,basketball can be an entertaining sport,basketball can be an entertaining sport,,,,,,
False,no_positive_context_gain,see,see,0.0,1454,torgo_006026,see,see,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,1459,torgo_006031,so if anybody solicits by phone make sure you mail the dough to the above,so if anybody solicits by phone make sure you mail the dough to the above,,,,,,
False,no_positive_context_gain,to,to,0.0,1459,torgo_006031,so if anybody solicits by phone make sure you mail the dough to the above,so if anybody solicits by phone make sure you mail the dough to the above,,,,,,
False,no_positive_context_gain,for,for,0.0,1465,torgo_006037,i haven't seen that friend for years,i haven't seen that friend for years,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1475,torgo_006047,i also can be quite vocal,i also can be quite vocal,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,1481,torgo_006053,one,one,,,,,,
False,no_positive_context_gain,four,four,0.0,1495,torgo_006067,four,four,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1507,torgo_006079,it was very popular with our fans,it was very popular with our fans,,,,,,
False,no_positive_context_gain,see,see,0.0,1513,torgo_006085,see,see,,,,,,
False,no_positive_context_gain,two,two,0.0,1518,torgo_006090,two,two,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1523,torgo_006095,gold can be found anywhere,gold can be found anywhere,,,,,,
False,no_valid_confusion_candidate,it's,it's,0.0,1529,torgo_006101,i don't think it's a good idea,i don't think it's a good idea,,,,,,
False,no_positive_context_gain,to,to,0.0,1544,torgo_006116,worse luck was still to come,worse luck was still to come,,,,,,
False,no_positive_context_gain,two,two,0.0,1545,torgo_006117,two,two,,,,,,
False,no_positive_context_gain,see,see,0.0,1560,torgo_006132,see,see,,,,,,
False,no_positive_context_gain,there,there,0.0,1568,torgo_006140,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources,,,,,,
False,no_positive_context_gain,no,no,0.0,1568,torgo_006140,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources,,,,,,
False,no_positive_context_gain,know,know,0.0,1573,torgo_006145,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_positive_context_gain,where,where,0.0,1573,torgo_006145,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_positive_context_gain,were,were,0.0,1573,torgo_006145,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1577,torgo_006149,any contributions will be greatly appreciated,any contributions will be greatly appreciated,,,,,,
False,no_positive_context_gain,ate,ate,0.0,1580,torgo_006152,ate,ate,,,,,,
False,no_positive_context_gain,for,for,0.0,1583,torgo_006155,the prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise,,,,,,
False,no_positive_context_gain,know,know,0.0,1584,torgo_006156,we know we can score,we know we can score,,,,,,
False,no_positive_context_gain,no,no,0.0,1585,torgo_006157,have no fear if you come alone,have no fear if you come alone,,,,,,
False,no_positive_context_gain,no,no,0.0,1594,torgo_006166,the structures housing the apartments are of no use,the structures housing the apartments are of no use,,,,,,
False,no_positive_context_gain,for,for,0.0,1606,torgo_006178,the eastern coast is placed for pure pleasure and excitement,the eastern coast is placed for pure pleasure and excitement,,,,,,
False,no_positive_context_gain,no,no,0.0,1610,torgo_006182,i had no desire to change my ways,i had no desire to change my ways,,,,,,
False,no_positive_context_gain,to,to,0.0,1610,torgo_006182,i had no desire to change my ways,i had no desire to change my ways,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1617,torgo_006189,we experience distress and frustration obtaining our degrees,we experience distress and frustration obtaining our degrees,,,,,,
False,no_positive_context_gain,for,for,0.0,1619,torgo_006191,we shelled clams for the chowder,we shelled clams for the chowder,,,,,,
False,no_positive_context_gain,to,to,0.0,1624,torgo_006196,i wanted to be an actress,i wanted to be an actress,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1624,torgo_006196,i wanted to be an actress,i wanted to be an actress,,,,,,
False,no_positive_context_gain,to,to,0.0,1626,torgo_006198,the legislature met to judge the state of public education,the legislature met to judge the state of public education,,,,,,
False,no_positive_context_gain,four,four,0.0,1630,torgo_006202,we are the largest of the four states,we are the largest of the four states,,,,,,
False,no_positive_context_gain,ate,ate,0.0,1641,torgo_006213,ate,ate,,,,,,
False,no_positive_context_gain,to,to,0.0,1650,torgo_006222,try to work things out,try to work things out,,,,,,
False,no_positive_context_gain,your,your,0.0,1655,torgo_006227,academic aptitude guarantees your diploma,academic aptitude guarantees your diploma,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,1672,torgo_006244,he'll sell them by the box,he'll sell them by the box,,,,,,
False,no_positive_context_gain,for,for,0.0,1679,torgo_006251,look for pockets of black sand,look for pockets of black sand,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,1684,torgo_006256,begin by trying to speak up more,begin by trying to speak up more,,,,,,
False,no_positive_context_gain,to,to,0.0,1684,torgo_006256,begin by trying to speak up more,begin by trying to speak up more,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1685,torgo_006257,be prepared for odd behavior from friends,be prepared for odd behavior from friends,,,,,,
False,no_positive_context_gain,for,for,0.0,1685,torgo_006257,be prepared for odd behavior from friends,be prepared for odd behavior from friends,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1689,torgo_006261,the family requests that flowers be omitted,the family requests that flowers be omitted,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1717,torgo_006289,we're all disappointed with our start,we're all disappointed with our start,,,,,,
False,no_positive_context_gain,your,your,0.0,1722,torgo_006294,eat your raisins outdoors on the porch steps,eat your raisins outdoors on the porch steps,,,,,,
False,no_positive_context_gain,write,write,0.0,1728,torgo_006300,when you are through write a clean report,when you are through write a clean report,,,,,,
False,no_positive_context_gain,to,to,0.0,1733,torgo_006305,it was time to go up myself,it was time to go up myself,,,,,,
False,no_positive_context_gain,for,for,0.0,1738,torgo_006310,we got drenched for the uninterrupted rain,we got drenched for the uninterrupted rain,,,,,,
False,no_positive_context_gain,new,new,0.0,1743,torgo_006315,the new highway is straight and empty,the new highway is straight and empty,,,,,,
False,no_positive_context_gain,knew,knew,0.0,1751,torgo_006323,we knew we weren't doing well,we knew we weren't doing well,,,,,,
False,no_positive_context_gain,to,to,0.0,1752,torgo_006324,you have to expect a few bad calls,you have to expect a few bad calls,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1756,torgo_006328,a few may be hard to find,a few may be hard to find,,,,,,
False,no_positive_context_gain,to,to,0.0,1756,torgo_006328,a few may be hard to find,a few may be hard to find,,,,,,
False,no_positive_context_gain,see,see,0.0,1766,torgo_006338,see,see,,,,,,
False,no_positive_context_gain,there,there,0.0,1774,torgo_006346,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources,,,,,,
False,no_positive_context_gain,no,no,0.0,1774,torgo_006346,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources,,,,,,
False,no_positive_context_gain,know,know,0.0,1779,torgo_006351,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_positive_context_gain,where,where,0.0,1779,torgo_006351,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_positive_context_gain,were,were,0.0,1779,torgo_006351,i didn't know where they were coming from,i didn't know where they were coming from,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1783,torgo_006355,any contributions will be greatly appreciated,any contributions will be greatly appreciated,,,,,,
False,no_positive_context_gain,ate,ate,0.0,1786,torgo_006358,ate,ate,,,,,,
False,no_positive_context_gain,for,for,0.0,1789,torgo_006361,the prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise,,,,,,
False,no_positive_context_gain,know,know,0.0,1790,torgo_006362,we know we can score,we know we can score,,,,,,
False,no_positive_context_gain,no,no,0.0,1791,torgo_006363,have no fear if you come alone,have no fear if you come alone,,,,,,
False,no_positive_context_gain,no,no,0.0,1800,torgo_006372,the structures housing the apartments are of no use,the structures housing the apartments are of no use,,,,,,
False,no_positive_context_gain,for,for,0.0,1812,torgo_006384,the eastern coast is placed for pure pleasure and excitement,the eastern coast is placed for pure pleasure and excitement,,,,,,
False,no_positive_context_gain,no,no,0.0,1816,torgo_006388,i had no desire to change my ways,i had no desire to change my ways,,,,,,
False,no_positive_context_gain,to,to,0.0,1816,torgo_006388,i had no desire to change my ways,i had no desire to change my ways,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1823,torgo_006395,we experience distress and frustration obtaining our degrees,we experience distress and frustration obtaining our degrees,,,,,,
False,no_positive_context_gain,for,for,0.0,1825,torgo_006397,we shelled clams for the chowder,we shelled clams for the chowder,,,,,,
False,no_positive_context_gain,to,to,0.0,1830,torgo_006402,i wanted to be an actress,i wanted to be an actress,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1830,torgo_006402,i wanted to be an actress,i wanted to be an actress,,,,,,
False,no_positive_context_gain,to,to,0.0,1832,torgo_006404,the legislature met to judge the state of public education,the legislature met to judge the state of public education,,,,,,
False,no_positive_context_gain,four,four,0.0,1836,torgo_006408,we are the largest of the four states,we are the largest of the four states,,,,,,
False,no_positive_context_gain,ate,ate,0.0,1847,torgo_006419,ate,ate,,,,,,
False,no_positive_context_gain,to,to,0.0,1856,torgo_006428,try to work things out,try to work things out,,,,,,
False,no_positive_context_gain,your,your,0.0,1861,torgo_006433,academic aptitude guarantees your diploma,academic aptitude guarantees your diploma,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,1878,torgo_006450,he'll sell them by the box,he'll sell them by the box,,,,,,
False,no_positive_context_gain,for,for,0.0,1884,torgo_006456,look for pockets of black sand,look for pockets of black sand,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,1889,torgo_006461,begin by trying to speak up more,begin by trying to speak up more,,,,,,
False,no_positive_context_gain,to,to,0.0,1889,torgo_006461,begin by trying to speak up more,begin by trying to speak up more,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1890,torgo_006462,be prepared for odd behavior from friends,be prepared for odd behavior from friends,,,,,,
False,no_positive_context_gain,for,for,0.0,1890,torgo_006462,be prepared for odd behavior from friends,be prepared for odd behavior from friends,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1894,torgo_006466,the family requests that flowers be omitted,the family requests that flowers be omitted,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,1922,torgo_006494,we're all disappointed with our start,we're all disappointed with our start,,,,,,
False,no_positive_context_gain,your,your,0.0,1927,torgo_006499,eat your raisins outdoors on the porch steps,eat your raisins outdoors on the porch steps,,,,,,
False,no_positive_context_gain,write,write,0.0,1933,torgo_006505,when you are through write a clean report,when you are through write a clean report,,,,,,
False,no_positive_context_gain,to,to,0.0,1938,torgo_006510,it was time to go up myself,it was time to go up myself,,,,,,
False,no_positive_context_gain,for,for,0.0,1943,torgo_006515,we got drenched for the uninterrupted rain,we got drenched for the uninterrupted rain,,,,,,
False,no_positive_context_gain,new,new,0.0,1948,torgo_006520,the new highway is straight and empty,the new highway is straight and empty,,,,,,
False,no_positive_context_gain,knew,knew,0.0,1956,torgo_006528,we knew we weren't doing well,we knew we weren't doing well,,,,,,
False,no_positive_context_gain,to,to,0.0,1957,torgo_006529,you have to expect a few bad calls,you have to expect a few bad calls,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,1961,torgo_006533,a few may be hard to find,a few may be hard to find,,,,,,
False,no_positive_context_gain,to,to,0.0,1961,torgo_006533,a few may be hard to find,a few may be hard to find,,,,,,
False,no_positive_context_gain,see,see,0.0,1967,torgo_006539,see,see,,,,,,
False,no_positive_context_gain,to,to,0.0,1968,torgo_006540,grandfather said to me my answers is in his language,grandfather said to me my answers is in his language,,,,,,
False,no_positive_context_gain,to,to,0.0,1971,torgo_006543,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,to,to,0.0,1972,torgo_006544,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,knew,knew,0.0,1984,torgo_006556,knew,knew,,,,,,
False,no_positive_context_gain,no,no,0.0,1998,torgo_006570,no,no,,,,,,
False,no_positive_context_gain,where,where,0.0,1999,torgo_006571,where the old can easily overdo it,where the old can easily overdo it,,,,,,
False,rejected_low_confidence,too,too,0.2165425130389327,2003,torgo_006575,the heart aches too much to carry an oily rag to wash back,the heart aches too much to carry an oily rag to wash back,to,0.18127761600813314,0.11989476363991854,0.30117237964805166,0.06310783290925101,2.0
False,no_positive_context_gain,to,to,0.0,2003,torgo_006575,the heart aches too much to carry an oily rag to wash back,the heart aches too much to carry an oily rag to wash back,,,,,,
False,no_positive_context_gain,to,to,0.0,2003,torgo_006575,the heart aches too much to carry an oily rag to wash back,the heart aches too much to carry an oily rag to wash back,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2009,torgo_006581,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,to,to,0.0,2011,torgo_006583,you wish to know all about my grandfather,you wish to know all about my grandfather,,,,,,
False,no_positive_context_gain,know,know,0.0,2011,torgo_006583,you wish to know all about my grandfather,you wish to know all about my grandfather,,,,,,
False,no_positive_context_gain,to,to,0.0,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,,,,,,
False,no_positive_context_gain,for,for,0.0,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,,,,,,
False,rejected_low_confidence,hour,hour,0.19241494039309437,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,our,0.20302215052732098,0.0,0.20302215052732098,0.19241494039309437,1.0
False,no_positive_context_gain,to,to,0.0,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,,,,,,
False,no_positive_context_gain,write,write,0.0,2025,torgo_006597,write,write,,,,,,
False,no_positive_context_gain,to,to,0.0,2029,torgo_006601,she had an eye to tear in crazy white white all year long,she had an eye to tear in crazy white white all year long,,,,,,
False,rejected_low_confidence,hour,hour,0.19241494039309437,2034,torgo_006606,he largely takes an hour to watch in the open air each day,he largely takes an hour to watch in the open air each day,our,0.20302215052732098,0.0,0.20302215052732098,0.19241494039309437,1.0
False,no_positive_context_gain,to,to,0.0,2034,torgo_006606,he largely takes an hour to watch in the open air each day,he largely takes an hour to watch in the open air each day,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2039,torgo_006611,knew,knew,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,2040,torgo_006612,twice each day he plays carefully and with eyes upon our small organ,twice each day he plays carefully and with eyes upon our small organ,,,,,,
False,no_positive_context_gain,to,to,0.0,2044,torgo_006616,sparkle getting ready to go to bed,sparkle getting ready to go to bed,,,,,,
False,no_positive_context_gain,to,to,0.0,2044,torgo_006616,sparkle getting ready to go to bed,sparkle getting ready to go to bed,,,,,,
False,no_positive_context_gain,to,to,0.0,2048,torgo_006620,we have often urged him to walk more and more carefully,we have often urged him to walk more and more carefully,,,,,,
False,no_positive_context_gain,see,see,0.0,2060,torgo_006632,see,see,,,,,,
False,no_positive_context_gain,to,to,0.0,2061,torgo_006633,grandfather said to me modern is the language,grandfather said to me modern is the language,,,,,,
False,no_positive_context_gain,to,to,0.0,2064,torgo_006636,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,to,to,0.0,2065,torgo_006637,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2077,torgo_006649,knew,knew,,,,,,
False,no_positive_context_gain,no,no,0.0,2091,torgo_006663,no,no,,,,,,
False,no_positive_context_gain,where,where,0.0,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,2093,torgo_006665,but he always answers by name oriox,but he always answers by name oriox,,,,,,
False,no_positive_context_gain,know,know,0.0,2104,torgo_006676,you would soon know all about my grandfather,you would soon know all about my grandfather,,,,,,
False,no_positive_context_gain,to,to,0.0,2107,torgo_006679,giving knowledge to a billion years of the knowledge period of the utmost respect,giving knowledge to a billion years of the knowledge period of the utmost respect,,,,,,
False,no_positive_context_gain,write,write,0.0,2118,torgo_006690,write,write,,,,,,
False,no_positive_context_gain,no,no,0.0,2119,torgo_006691,no,no,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2132,torgo_006704,knew,knew,,,,,,
False,rejected_low_confidence,hour,hour,0.42351256438990625,2133,torgo_006705,twice each day he plays carefully and with yes a brown hour small organ,twice each day he plays carefully and with yes a brown hour small organ,our,1.0918591658996744,0.0,1.0918591658996744,0.42351256438990625,1.0
False,no_valid_confusion_candidate,our,our,0.0,2141,torgo_006713,we have our feet in the rock more and more often than we do in the snowy mountains,we have our feet in the rock more and more often than we do in the snowy mountains,,,,,,
False,no_positive_context_gain,than,than,0.0,2141,torgo_006713,we have our feet in the rock more and more often than we do in the snowy mountains,we have our feet in the rock more and more often than we do in the snowy mountains,,,,,,
False,no_positive_context_gain,where,where,0.0,2183,torgo_006755,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2183,torgo_006755,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2183,torgo_006755,where were you while we were away,where were you while we were away,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2193,torgo_006765,one validated acts of school districts,one validated acts of school districts,,,,,,
False,no_positive_context_gain,your,your,0.0,2203,torgo_006775,are your grey eyes aroarous and nancy,are your grey eyes aroarous and nancy,,,,,,
False,no_positive_context_gain,two,two,0.0,2213,torgo_006785,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,2213,torgo_006785,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,to,to,0.0,2216,torgo_006788,i tried to tell people in the community,i tried to tell people in the community,,,,,,
False,no_positive_context_gain,there,there,0.0,2222,torgo_006794,the humidity is overwhelming there,the humidity is overwhelming there,,,,,,
False,rejected_low_confidence,their,their,0.21255184800077195,2229,torgo_006801,their babies don't want to eat the food,their babies don't want to eat the food,there,0.28636532373199963,0.8597574060687054,1.146122729800705,0.21255184800077195,1.0
False,no_positive_context_gain,to,to,0.0,2229,torgo_006801,their babies don't want to eat the food,their babies don't want to eat the food,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,2230,torgo_006802,jane may earn more money by working hard,jane may earn more money by working hard,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2232,torgo_006804,jagged one right godward,jagged one right godward,,,,,,
False,rejected_low_confidence,right,right,0.11836321709811051,2232,torgo_006804,jagged one right godward,jagged one right godward,write,0.015922686555926713,0.17328679513998635,0.18920948169591306,0.11836321709811051,1.0
False,no_positive_context_gain,two,two,0.0,2240,torgo_006812,i looked up and noticed two odd things,i looked up and noticed two odd things,,,,,,
False,no_positive_context_gain,to,to,0.0,2242,torgo_006814,i just try to do my best,i just try to do my best,,,,,,
False,no_positive_context_gain,ate,ate,0.0,2246,torgo_006818,ate,ate,,,,,,
False,no_positive_context_gain,for,for,0.0,2251,torgo_006823,date was easy for us,date was easy for us,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2255,torgo_006827,you would be better off taking a cold shower than taking a shower,you would be better off taking a cold shower than taking a shower,,,,,,
False,no_positive_context_gain,than,than,0.0,2255,torgo_006827,you would be better off taking a cold shower than taking a shower,you would be better off taking a cold shower than taking a shower,,,,,,
False,no_positive_context_gain,to,to,0.0,2257,torgo_006829,if you destroy confidence in strength you do something to the economy he had,if you destroy confidence in strength you do something to the economy he had,,,,,,
False,no_positive_context_gain,no,no,0.0,2260,torgo_006832,no,no,,,,,,
False,no_positive_context_gain,where,where,0.0,2261,torgo_006833,where robin wore a yellow lily,where robin wore a yellow lily,,,,,,
False,no_positive_context_gain,to,to,0.0,2271,torgo_006843,my age turned very devoutly to him,my age turned very devoutly to him,,,,,,
False,no_positive_context_gain,four,four,0.0,2272,torgo_006844,four,four,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2276,torgo_006848,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,ate,ate,0.0,2283,torgo_006855,ate,ate,,,,,,
False,no_positive_context_gain,no,no,0.0,2285,torgo_006857,no,no,,,,,,
False,no_positive_context_gain,there,there,0.0,2292,torgo_006864,everything went real smooth there is yet to be seen,everything went real smooth there is yet to be seen,,,,,,
False,no_positive_context_gain,to,to,0.0,2292,torgo_006864,everything went real smooth there is yet to be seen,everything went real smooth there is yet to be seen,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2292,torgo_006864,everything went real smooth there is yet to be seen,everything went real smooth there is yet to be seen,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2293,torgo_006865,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,were,were,0.0,2298,torgo_006870,you were a rare lie,you were a rare lie,,,,,,
False,no_positive_context_gain,to,to,0.0,2302,torgo_006874,the boy is taking to the dog,the boy is taking to the dog,,,,,,
False,no_positive_context_gain,for,for,0.0,2311,torgo_006883,it also provides for funds to clear your and help colleges bear their story,it also provides for funds to clear your and help colleges bear their story,,,,,,
False,no_positive_context_gain,to,to,0.0,2311,torgo_006883,it also provides for funds to clear your and help colleges bear their story,it also provides for funds to clear your and help colleges bear their story,,,,,,
False,no_positive_context_gain,your,your,0.0,2311,torgo_006883,it also provides for funds to clear your and help colleges bear their story,it also provides for funds to clear your and help colleges bear their story,,,,,,
False,rejected_low_confidence,their,their,0.14982158975793877,2311,torgo_006883,it also provides for funds to clear your and help colleges bear their story,it also provides for funds to clear your and help colleges bear their story,there,0.04509509972110279,0.1666102255087602,0.211705325229863,0.14982158975793877,1.0
False,no_positive_context_gain,to,to,0.0,2312,torgo_006884,the other door closed due to empty,the other door closed due to empty,,,,,,
False,rejected_low_confidence,hour,hour,0.19241494039309437,2313,torgo_006885,at a morning hour the first man was,at a morning hour the first man was,our,0.20302215052732098,0.0,0.20302215052732098,0.19241494039309437,1.0
False,rejected_low_confidence,to,to,0.17752044989455512,2315,torgo_006887,fear to,fear to,two,0.14692042601339284,0.9424097190134358,1.0893301450268287,0.17752044989455512,1.0
False,no_valid_confusion_candidate,our,our,0.0,2320,torgo_006892,the adoptive swear around our boat,the adoptive swear around our boat,,,,,,
False,no_positive_context_gain,to,to,0.0,2323,torgo_006895,they have to examine every part of the reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant,they have to examine every part of the reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant's reportant,,,,,,
